ID	Title	Publisher	ISSN_Cross	EISSN_Cross	JrId	JournalTitle	MedAbbr	ISSN_NLM	EISSN_NLM	IsoAbbr	NlmId	wikidata
1464	Review of Palaeobotany and Palynology	Elsevier	0034-6667		21674	Review of palaeobotany and palynology	Rev Palaeobot Palynol	0034-6667		Rev. Palaeobot. Palynol.	100961734	Q2299981
55053	The Review of Politics	Cambridge University Press	0034-6705	1748-6858	26456	The Review of politics	Rev Polit	0034-6705		Rev Polit	100972893	Q15759717
59770	Review of Religious Research	Springer-Verlag	0034-673X	2211-4866	23209	Review of religious research	Rev Relig Res	0034-673X		Rev Relig Res	20130330R	Q15762047
4137	Review of Scientific Instruments / The Review of Scientific Instruments	American Institute of Physics	0034-6748	1089-7623	7270	The Review of scientific instruments	Rev Sci Instrum	0034-6748	1089-7623	Rev Sci Instrum	405571	Q2364002
4633	Review of Social Economy	Informa UK (Taylor & Francis)	0034-6764	1470-1162	24879	Review of social economy	Rev Soc Econ	0034-6764		Rev Soc Econ	100970064	Q15761902
5206	Reviews of Modern Physics	American Physical Society	0034-6861	1539-0756	38282	Reviews of modern physics	Rev Mod Phys	0034-6861	1539-0756	Rev Mod Phys	401307	Q26572
182425	Revista Argentina de Cardiología	Revista Argentina de Cardiologia	0034-7000	1850-3748	30597	Revista argentina de cardiologia	Rev Argent Cardiol	0034-7000	1850-3748	Rev Argent Cardiol	2985054R	
45709	Brazilian Journal of Anesthesiology	Elsevier	0034-7094		7010	Revista brasileira de anestesiologia	Rev Bras Anestesiol	0034-7094	1806-907X	Rev Bras Anestesiol	401316	
45710	Revista Brasileira de Biologia	SciELO	0034-7108	0034-7108	7011	Revista brasileira de biologia	Rev Bras Biol	0034-7108		Rev Bras Biol	2985055R	Q21385756
70103	Revista Brasileira de Enfermagem	SciELO	0034-7167	0034-7167	7013	Revista brasileira de enfermagem	Rev Bras Enferm	0034-7167		Rev Bras Enferm	7910105	Q15753884
73099	Revista Brasileira de Oftalmologia	GN1 Genesis Network	0034-7280	0034-7280	7026	Revista brasileira de oftalmologia	Rev Bras Oftalmol	0034-7280		Rev Bras Oftalmol	136421	
45733	Revista Brasileira de Otorrinolaringologia	SciELO	0034-7299	0034-7299	30962	Revista brasileira de oto-rino-laringologia	Rev Bras Otorrinolaringol	0034-7299	1806-9312	Rev Bras Otorrinolaringol	420632	
223985	Revista Colombiana de Psiquiatría	Elsevier	0034-7450		36219	Revista colombiana de psiquiatria	Rev Colomb Psiquiatr	0034-7450		Rev Colomb Psiquiatr	45130	
251726	Revista de Biología Tropical	Universidad de Costa Rica	0034-7744	2215-2075	7009	Revista de biologia tropical	Rev Biol Trop	0034-7744	2215-2075	Rev. Biol. Trop.	404267	Q21385766
79160	Revista de Dialectología y Tradiciones Populares	Departmento de Publicaciones del CSIC	0034-7981	1988-8457	25260	Revista de dialectologia y tradiciones populares / Consejo Superior de Investigaciones Cientificas, Instituto Antonio de Nebrija, Seccion de Tradiciones Populares	Rev Dialoctol Tradiciones Pop (Madrid)	0034-7981		Rev Dialoctol Tradiciones Pop (Madrid)	100970841	Q15765580
214887	Revista de História	Universidade de Sao Paulo Sistema Integrado de Bibliotecas - SIBiUSP	0034-8309	2316-9141	24682	Revista de historia	Rev Hist (Brazil)	0034-8309		Rev Hist (Brazil)	100969682	
79120	Revista de Indias	Departmento de Publicaciones del CSIC	0034-8341	1988-3188	24846	Revista de Indias	Rev Indias	0034-8341		Rev Indias	100970008	Q15755316
45782	Revista de Saúde Pública	SciELO	0034-8910	0034-8910	7269	Revista de saude publica	Rev Saude Publica	0034-8910	1518-8787	Rev Saude Publica	135043	Q15764988
169445	Revista Española de Anestesiología y Reanimación	Elsevier	0034-9356		7074	Revista espanola de anestesiologia y reanimacion	Rev Esp Anestesiol Reanim	0034-9356	2340-3284	Rev Esp Anestesiol Reanim	134516	
79161	Revista Internacional de Sociología	Departmento de Publicaciones del CSIC	0034-9712	1988-429X	28388	"Revista internacional de sociologia / Consejo Superior de Investigaciones Cientificas, Seccion de Sociologia del Instituto ""Sancho de Moncada"""	Rev Int Sociol	0034-9712		Rev Int Sociol	101084400	
87449	Revista médica de Chile	SciELO Comision Nacional de Investigacion Cientifica Y Tecnologica	0034-9887	0034-9887	7178	Revista medica de Chile	Rev Med Chil	0034-9887	0717-6163	Rev Med Chil	404312	
116285	Revue belge de philologie et d histoire	PERSEE Program	0035-0818		24673	Revue belge de philologie et d'histoire. Belgisch tijdschrift voor philologie en geschiedenis	Rev Belge Philol Hist	0035-0818		Rev Belge Philol Hist	100969563	Q19635009
71899	Revue de Chirurgie Orthopédique et Réparatrice de l Appareil Moteur	Elsevier	0035-1040		7039	Revue de chirurgie orthopedique et reparatrice de l'appareil moteur	Rev Chir Orthop Reparatrice Appar Mot	0035-1040	1776-2553	Rev Chir Orthop Reparatrice Appar Mot	1272427	
78816	Revue de géographie alpine	PERSEE Program	0035-1121	1760-7426	28721	Revue de geographie alpine / publiee par l'Institute de geographie alpine (Universite de Grenoble)	Rev Geogr Alp	0035-1121		Rev Geogr Alp	101085586	Q15757416
